,submarket_name,cbsaid,building_rating_id,Density,Rent,Revenue,rating_bin,Rent_bin
8279,Schuylkill County,39060.0,2,9,19.507203,175.564827,Low,Low Quality Less Expensive
8284,Scott County Outlying,33460.0,2,19,22.631863,430.00539699999996,Low,Low Quality Expensive
8286,Scotts Valley,42100.0,2,22,22.418684,493.211048,Low,Low Quality Expensive
8297,Scottsdale South,38060.0,2,119,22.629561,2692.917759,Low,Low Quality Expensive
8306,Seal Beach,11244.0,2,10,28.66649,286.6649,Low,Low Quality Expensive
8313,Searcy,42620.0,2,18,13.5564920657392,244.0168571833056,Low,Low Quality Less Expensive
8316,Seatac/Burien,42660.0,2,35,24.111338,843.89683,Low,Low Quality Expensive
8324,Seattle-Tacoma-Bellevue,42660.0,2,67,20.621403205803755,1381.6340147888516,Low,Low Quality Expensive
8332,Sebastopol/Bodega/West,42220.0,2,20,22.814448,456.28896,Low,Low Quality Expensive
8335,Sebring,42700.0,2,25,15.02094722381889,375.52368059547223,Low,Low Quality Less Expensive
8338,Sedalia,42740.0,2,2,20.644820404427485,41.28964080885497,Low,Low Quality Expensive
8341,Selinsgrove,42780.0,2,4,18.87365937004719,75.49463748018876,Low,Low Quality Less Expensive
8343,Selma,42820.0,2,3,15.312042269178695,45.936126807536084,Low,Low Quality Less Expensive
8345,Seneca,42860.0,2,23,14.84670507898508,341.47421681665685,Low,Low Quality Less Expensive
8348,Seneca County,45660.0,2,12,11.055407,132.664884,Low,Low Quality Less Expensive
8351,Seneca Falls,42900.0,2,2,15.191782303094502,30.383564606189005,Low,Low Quality Less Expensive
8354,Sequatchie County,16860.0,2,1,17.591876,17.591876,Low,Low Quality Less Expensive
8355,Sequoyah County,22900.0,2,1,13.157542,13.157542,Low,Low Quality Less Expensive
8357,Sevierville,42940.0,2,20,19.68875214991714,393.77504299834277,Low,Low Quality Less Expensive
8361,Seymour,35300.0,1,1,16.838406,16.838406,Low,Low Quality Less Expensive
8363,Seymour,42980.0,2,7,17.003584245357963,119.02508971750575,Low,Low Quality Less Expensive
8366,Shaw,23420.0,2,70,16.69869,1168.9083,Low,Low Quality Less Expensive
8372,Shawano,43020.0,2,1,16.00486714449095,16.00486714449095,Low,Low Quality Less Expensive
8374,Shawnee,43060.0,2,14,14.791817230221216,207.08544122309704,Low,Low Quality Less Expensive
8377,Sheboygan,43100.0,2,12,16.301835,195.62202000000002,Low,Low Quality Less Expensive
8382,Shelby County,26900.0,2,16,14.497183,231.954928,Low,Low Quality Less Expensive
8384,Shelby County,31140.0,2,13,14.659819,190.577647,Low,Low Quality Less Expensive
8385,Shelbyville,43180.0,2,4,16.93190052514974,67.72760210059896,Low,Low Quality Less Expensive
8391,Shelton,43220.0,2,4,21.446707120041573,85.78682848016629,Low,Low Quality Expensive
8394,Sherburne County,33460.0,2,15,18.60467,279.07005,Low,Low Quality Less Expensive
8399,Sherman Oaks,31084.0,2,42,32.314774,1357.2205079999999,Low,Low Quality Expensive
8403,Sherman-Denison,43300.0,2,23,16.6015618678736,381.83592296109276,Low,Low Quality Less Expensive
8409,Sherwood Forest,12940.0,2,83,17.375716,1442.184428,Low,Low Quality Less Expensive
8412,Shockoe Bottom,40060.0,2,12,17.679209,212.150508,Low,Low Quality Less Expensive
8415,Short Hills/Millburn,35084.0,2,50,28.586358,1429.3179,Low,Low Quality Expensive
8418,Show Low,43320.0,2,4,16.032968394462884,64.13187357785154,Low,Low Quality Less Expensive
8428,Sidney,43380.0,2,9,16.60212442655306,149.41911983897756,Low,Low Quality Less Expensive
8432,Sikeston,43460.0,2,2,21.876169468631403,43.752338937262806,Low,Low Quality Expensive
8435,Silver City,43500.0,2,3,14.357833009229985,43.073499027689955,Low,Low Quality Less Expensive
8440,Silverdale,14740.0,2,18,22.352834,402.351012,Low,Low Quality Expensive
8443,Simpson County,27140.0,2,2,14.614917,29.229834,Low,Low Quality Less Expensive
8444,Simsbury,25540.0,2,8,20.612786,164.902288,Low,Low Quality Expensive
8448,Sioux City,43580.0,2,27,14.868118807630607,401.4392078060264,Low,Low Quality Less Expensive
8452,Sioux Falls,43620.0,2,75,17.481085332562515,1311.0813999421887,Low,Low Quality Less Expensive
8454,Skamania County,38900.0,2,1,18.968005,18.968005,Low,Low Quality Less Expensive
8456,Slidell,35380.0,2,45,13.719415,617.3736749999999,Low,Low Quality Less Expensive
8458,Smith County,34980.0,2,1,22.297492,22.297492,Low,Low Quality Expensive
8461,Smithfield,39300.0,2,12,18.047311,216.567732,Low,Low Quality Less Expensive
8463,Snyder,43660.0,2,1,17.34105435928053,17.34105435928053,Low,Low Quality Less Expensive
8465,Socastee/Red Hill,34820.0,2,18,16.524826,297.446868,Low,Low Quality Less Expensive
8470,Soledad,41500.0,2,1,25.123794,25.123794,Low,Low Quality Expensive
8471,Somerset,35084.0,2,7,22.028237,154.19765900000002,Low,Low Quality Expensive
8473,Somerset,43700.0,1,2,18.128109886551535,36.25621977310307,Low,Low Quality Less Expensive
8475,Somerset,43740.0,2,6,18.212233425260045,109.27340055156027,Low,Low Quality Less Expensive
8477,Somerset MF,11180.0,2,2,17.19133267957567,34.38266535915134,Low,Low Quality Less Expensive
8479,Somerville/Everett,14460.0,2,28,28.238,790.664,Low,Low Quality Expensive
8483,Sonoma/Wine Country,42220.0,2,31,26.882539,833.3587090000001,Low,Low Quality Expensive
8485,Sonora,43760.0,2,8,14.443891607598745,115.55113286078996,Low,Low Quality Less Expensive
8494,South,12420.0,2,80,38.07502,3046.0016,Low,Low Quality Expensive
8498,South,15380.0,2,30,16.205838,486.17514,Low,Low Quality Less Expensive
8500,South,16860.0,2,3,17.432634,52.297902,Low,Low Quality Less Expensive
8503,South,17460.0,2,56,14.828768,830.411008,Low,Low Quality Less Expensive
8506,South,19780.0,2,11,24.518329,269.701619,Low,Low Quality Expensive
8509,South,26420.0,2,25,22.444631,561.115775,Low,Low Quality Expensive
8513,South,28940.0,2,14,16.337997,228.73195800000002,Low,Low Quality Less Expensive
8516,South,30700.0,2,24,15.183115,364.39476,Low,Low Quality Less Expensive
8519,South,36420.0,2,28,15.080014,422.240392,Low,Low Quality Less Expensive
8522,South,41700.0,2,35,22.057201,772.002035,Low,Low Quality Expensive
8529,South 101 Corridor,42020.0,2,31,26.053361,807.654191,Low,Low Quality Expensive
8534,South Ames MF,11180.0,2,2,17.428817131638144,34.85763426327629,Low,Low Quality Less Expensive
8536,South Bakersfield,12540.0,2,1,16.477782,16.477782,Low,Low Quality Less Expensive
8538,South Beach Cities,19660.0,2,23,16.086074,369.979702,Low,Low Quality Less Expensive
8548,South Brooklyn,35614.0,2,78,33.527235,2615.1243299999996,Low,Low Quality Expensive
8552,South Burlington,15500.0,2,2,17.060008,34.120016,Low,Low Quality Less Expensive
8559,South CBD,12940.0,2,15,18.434739,276.521085,Low,Low Quality Less Expensive
8562,South Cabell County,26580.0,2,6,14.508418,87.05050800000001,Low,Low Quality Less Expensive
8565,South Camden County,37980.0,2,66,18.169236,1199.169576,Low,Low Quality Less Expensive
8570,South Central,31140.0,2,42,14.807586,621.918612,Low,Low Quality Less Expensive
8574,South Central,36540.0,2,30,14.918737,447.56211,Low,Low Quality Less Expensive
8581,South Central,46140.0,2,80,14.895121,1191.60968,Low,Low Quality Less Expensive
8585,South Central Dayton,19380.0,2,54,14.47981,781.90974,Low,Low Quality Less Expensive
8589,South Charleston,16620.0,2,3,15.414986,46.244958000000004,Low,Low Quality Less Expensive
8591,South Charleston CBD,16620.0,2,6,14.264899,85.589394,Low,Low Quality Less Expensive
8596,South Charlottesville MF,16820.0,2,2,21.677632003362035,43.35526400672407,Low,Low Quality Expensive
8602,South Clark County,31140.0,2,21,15.939593,334.731453,Low,Low Quality Less Expensive
8606,South Clayton/Henry Cnty,12060.0,2,83,17.149627,1423.4190409999999,Low,Low Quality Less Expensive
8610,South County,41180.0,2,86,18.399181,1582.3295659999999,Low,Low Quality Less Expensive
8614,South Dade,33124.0,2,30,27.460487,823.81461,Low,Low Quality Expensive
8618,South Davidson County,49180.0,2,20,13.704827,274.09654,Low,Low Quality Less Expensive
8625,South Daytona Beach,19660.0,2,21,16.084872,337.782312,Low,Low Quality Less Expensive
8632,South Edison,35614.0,2,79,28.909656,2283.862824,Low,Low Quality Expensive
8640,South End MF,15540.0,2,9,21.44741859129315,193.02676732163835,Low,Low Quality Expensive
8645,South Financial District,41884.0,2,43,54.76616,2354.94488,Low,Low Quality Expensive
8650,South Forsyth County,49180.0,2,89,12.835039,1142.318471,Low,Low Quality Less Expensive
8654,South Fort Wayne,23060.0,2,37,14.134815,522.988155,Low,Low Quality Less Expensive
8656,South Franklin County,40220.0,2,6,13.763439,82.580634,Low,Low Quality Less Expensive
8661,South Greensboro,24660.0,2,3,15.229852,45.689555999999996,Low,Low Quality Less Expensive
8666,South Huntsville,26620.0,2,41,15.408016,631.728656,Low,Low Quality Less Expensive
8670,South Hwy 35,26420.0,2,14,21.109651,295.535114,Low,Low Quality Expensive
8672,South Iowa City MF,26980.0,1,1,20.2697072913392,20.2697072913392,Low,Low Quality Expensive
8673,South Irving,19100.0,2,26,20.01096,520.2849600000001,Low,Low Quality Expensive
8677,South Jackson,27140.0,2,23,14.901078,342.724794,Low,Low Quality Less Expensive
8684,South Kansas City MO,28140.0,2,20,17.64218,352.8436,Low,Low Quality Less Expensive
8687,South Kitsap County,14740.0,2,1,19.376011,19.376011,Low,Low Quality Less Expensive
8688,South Lancaster County,30700.0,2,3,15.022849,45.068547,Low,Low Quality Less Expensive
8698,South Madison County,26620.0,2,11,13.122051,144.34256100000002,Low,Low Quality Less Expensive
8713,South Midtown,19740.0,2,37,23.921056,885.079072,Low,Low Quality Expensive
8717,South Montgomery,33860.0,2,13,11.627176,151.153288,Low,Low Quality Less Expensive
8723,South New Castle County,37980.0,2,57,18.8303,1073.3271,Low,Low Quality Less Expensive
8726,South Norfolk,47260.0,2,10,17.16467,171.6467,Low,Low Quality Less Expensive
8729,South Orange,36740.0,2,31,26.85406,832.47586,Low,Low Quality Expensive
8732,South Outer Lubbock,31180.0,2,50,18.355255,917.76275,Low,Low Quality Less Expensive
8735,South Peoria,37900.0,2,11,14.208802,156.296822,Low,Low Quality Less Expensive
8739,South Philadelphia,37980.0,2,27,23.197891,626.3430569999999,Low,Low Quality Expensive
8743,South Pinellas,45300.0,2,134,19.256935,2580.42929,Low,Low Quality Less Expensive
8746,South Pittsburgh/I-79,38300.0,2,23,14.891839,342.512297,Low,Low Quality Less Expensive
8749,South Pittsburgh/Rte 19,38300.0,2,74,16.266145,1203.6947300000002,Low,Low Quality Less Expensive
8753,South Pittsburgh/Rte 51,38300.0,2,48,15.53641,745.74768,Low,Low Quality Less Expensive
8756,South Pleasantburg,24860.0,2,24,16.952614,406.86273600000004,Low,Low Quality Less Expensive
8759,South Queens,35614.0,2,41,33.500412,1373.5168919999999,Low,Low Quality Expensive
8762,South Richmond County,12260.0,2,10,14.315362,143.15362,Low,Low Quality Less Expensive
8769,South Route 45,16980.0,2,66,21.747922,1435.362852,Low,Low Quality Expensive
8773,South Sacramento,40900.0,2,40,20.780268,831.21072,Low,Low Quality Expensive
8776,South San Francisco,41884.0,2,23,38.535006,886.305138,Low,Low Quality Expensive
8779,South San Jose,41940.0,2,42,37.459389,1573.2943380000002,Low,Low Quality Expensive
8788,South Side,18580.0,2,20,17.893445,357.8689,Low,Low Quality Less Expensive
8791,South St Louis County,20260.0,2,3,20.811384,62.434152,Low,Low Quality Expensive
8794,South Suffolk,47260.0,2,16,16.801973,268.831568,Low,Low Quality Less Expensive
8796,South Suffolk County,14460.0,2,11,29.084709,319.931799,Low,Low Quality Expensive
8799,South Tampa,45300.0,2,109,24.710189,2693.410601,Low,Low Quality Expensive
8806,South Valley,10740.0,2,2,16.880591,33.761182,Low,Low Quality Less Expensive
8809,South Windsor,25540.0,2,9,20.87396,187.86564,Low,Low Quality Expensive
8812,South of Market,41884.0,2,51,47.830718,2439.366618,Low,Low Quality Expensive
8819,South/Southwest,45780.0,2,56,15.34653,859.40568,Low,Low Quality Less Expensive
8831,Southeast,17460.0,2,35,18.273981,639.589335,Low,Low Quality Less Expensive
8835,Southeast,17820.0,2,42,14.242237,598.173954,Low,Low Quality Less Expensive
8839,Southeast,18140.0,2,20,17.869797,357.39594,Low,Low Quality Less Expensive
8841,Southeast,31140.0,2,34,13.774675,468.33895,Low,Low Quality Less Expensive
8845,Southeast,35614.0,2,52,28.08075,1460.1989999999998,Low,Low Quality Expensive
8849,Southeast,40380.0,2,47,15.432935,725.347945,Low,Low Quality Less Expensive
8852,Southeast,43340.0,2,22,18.996602,417.92524399999996,Low,Low Quality Less Expensive
8855,Southeast,44180.0,2,40,17.541338,701.65352,Low,Low Quality Less Expensive
8859,Southeast,46140.0,2,23,16.189646,372.361858,Low,Low Quality Less Expensive
8863,Southeast,47900.0,2,11,32.354993,355.904923,Low,Low Quality Expensive
8866,Southeast,48620.0,2,18,15.866074,285.589332,Low,Low Quality Less Expensive
8867,Southeast Bakersfield,12540.0,2,1,15.493175,15.493175,Low,Low Quality Less Expensive
8868,Southeast Boise,14260.0,2,21,16.583481,348.25310099999996,Low,Low Quality Less Expensive
8872,Southeast Columbia,17900.0,2,34,18.560776,631.066384,Low,Low Quality Less Expensive
8875,Southeast Dallas,19100.0,2,16,21.071928,337.150848,Low,Low Quality Expensive
8878,Southeast Dayton,19380.0,2,19,14.434577,274.25696300000004,Low,Low Quality Less Expensive
8880,Southeast Fresno,23420.0,2,4,16.041259,64.165036,Low,Low Quality Less Expensive
8882,Southeast Ft Worth,19100.0,2,22,21.018191,462.40020200000004,Low,Low Quality Expensive
8884,Southeast Greenville MF,24780.0,2,36,18.51993984540308,666.7178344345109,Low,Low Quality Less Expensive
8887,Southeast Heights,10740.0,2,35,12.757064,446.49724,Low,Low Quality Less Expensive
8890,Southeast Hillsborough,45300.0,2,15,21.74557,326.18355,Low,Low Quality Expensive
8893,Southeast Inner Loop,31180.0,2,26,14.237421,370.17294599999997,Low,Low Quality Less Expensive
8896,Southeast Jackson County,28140.0,2,65,18.390584,1195.38796,Low,Low Quality Less Expensive
8902,Southeast Los Angeles,31084.0,2,115,27.721257,3187.944555,Low,Low Quality Expensive
8906,Southeast Madison,31540.0,2,17,16.533646,281.071982,Low,Low Quality Less Expensive
8909,Southeast Nassau,35004.0,2,33,26.903285,887.808405,Low,Low Quality Expensive
8912,Southeast Omaha,36540.0,2,24,14.164435,339.94644,Low,Low Quality Less Expensive
8916,Southeast Outlier,26420.0,2,45,19.105285,859.7378249999999,Low,Low Quality Less Expensive
8918,Southeast Roanoke,40220.0,2,4,14.399388,57.597552,Low,Low Quality Less Expensive
8920,Southeast San Diego,41740.0,2,7,26.869284,188.084988,Low,Low Quality Expensive
8922,Southeast Tucson,46060.0,2,4,18.258244,73.032976,Low,Low Quality Less Expensive
8930,Southern Anne Arundel,12580.0,2,12,21.34343,256.12116000000003,Low,Low Quality Expensive
8934,Southern Chesapeake,47260.0,2,22,16.587033,364.91472600000003,Low,Low Quality Less Expensive
8936,Southern City,41884.0,2,30,49.383109,1481.49327,Low,Low Quality Expensive
8939,Southern I-275 Corridor,19820.0,2,176,17.103883,3010.283408,Low,Low Quality Less Expensive
8943,Southern Kalamazoo County,28020.0,2,48,14.099295,676.76616,Low,Low Quality Less Expensive
8954,Southern Nassau,35004.0,2,100,26.329387,2632.9387,Low,Low Quality Expensive
8957,Southfield,19820.0,2,130,14.837993,1928.93909,Low,Low Quality Less Expensive
8961,Southington,25540.0,2,17,19.47844,331.13347999999996,Low,Low Quality Less Expensive
8963,Southpointe MF,22020.0,2,2,14.062371775713038,28.124743551426075,Low,Low Quality Less Expensive
8966,Southport/St James,34820.0,2,17,17.593289,299.085913,Low,Low Quality Less Expensive
8968,Southside,13820.0,2,42,19.576957,822.232194,Low,Low Quality Less Expensive
8971,Southside,27260.0,2,150,17.2608,2589.12,Low,Low Quality Less Expensive
8979,Southwest,17460.0,2,82,14.86753,1219.13746,Low,Low Quality Less Expensive
8983,Southwest,17820.0,2,33,16.058664,529.935912,Low,Low Quality Less Expensive
8986,Southwest,18140.0,2,35,18.215709,637.549815,Low,Low Quality Less Expensive
8988,Southwest,30780.0,2,7,16.523571,115.664997,Low,Low Quality Less Expensive
8993,Southwest,35614.0,2,28,30.294436,848.2442080000001,Low,Low Quality Expensive
8997,Southwest,40380.0,2,16,14.16282,226.60512,Low,Low Quality Less Expensive
9000,Southwest,43340.0,2,3,14.710632,44.131896,Low,Low Quality Less Expensive
9003,Southwest,44180.0,2,22,15.347474,337.644428,Low,Low Quality Less Expensive
9009,Southwest,48620.0,2,5,13.105532,65.52766,Low,Low Quality Less Expensive
9012,Southwest Bakersfield,12540.0,2,42,18.978221,797.085282,Low,Low Quality Less Expensive
9026,Southwest Dallas,19100.0,2,87,20.701271,1801.0105769999998,Low,Low Quality Expensive
9030,Southwest Denver,19740.0,2,130,17.1281,2226.653,Low,Low Quality Less Expensive
9034,Southwest Far,26420.0,2,8,21.341751,170.734008,Low,Low Quality Expensive
9037,Southwest Fayetteville,22180.0,2,81,20.111632,1629.0421920000001,Low,Low Quality Expensive
9041,Southwest Greenville MF,24780.0,2,24,18.465522322712996,443.1725357451119,Low,Low Quality Less Expensive
9043,Southwest Inner Loop,31180.0,2,21,16.161758,339.39691799999997,Low,Low Quality Less Expensive
9048,Southwest Leon County,45220.0,2,4,16.187945,64.75178,Low,Low Quality Less Expensive
9053,Southwest Omaha,36540.0,2,57,15.583568,888.263376,Low,Low Quality Less Expensive
9056,Southwest Outlier,26420.0,2,25,20.444271,511.106775,Low,Low Quality Expensive
9059,Southwest Outlying,25540.0,2,27,19.010691,513.2886570000001,Low,Low Quality Less Expensive
9061,Southwest Outlying,38060.0,2,1,19.430955,19.430955,Low,Low Quality Less Expensive
9063,Southwest Phoenix,38060.0,2,15,19.27933,289.18995,Low,Low Quality Less Expensive
9067,Southwest Roanoke,40220.0,2,60,13.30357,798.2142,Low,Low Quality Less Expensive
9071,Southwest Santa Fe MF,42140.0,2,31,22.50942738826254,697.7922490361387,Low,Low Quality Expensive
9074,Southwest Tucson,46060.0,2,12,18.478389,221.740668,Low,Low Quality Less Expensive
9080,Southwest Visalia,47300.0,2,32,16.529918,528.957376,Low,Low Quality Less Expensive
9085,Southwest Wichita Falls MF,48660.0,2,6,14.016285967681286,84.09771580608772,Low,Low Quality Less Expensive
9088,Southwest/Hillcroft,26420.0,2,25,16.731605,418.29012499999993,Low,Low Quality Less Expensive
9091,Southwestern Grand Rapids,24340.0,2,35,16.697311,584.405885,Low,Low Quality Less Expensive
9094,Southwestern Suffolk,35004.0,2,60,23.86742,1432.0452,Low,Low Quality Expensive
9099,Spalding County,12060.0,2,21,18.203249,382.268229,Low,Low Quality Less Expensive
9102,Spanaway,42660.0,2,20,23.753689,475.07378000000006,Low,Low Quality Expensive
9105,Sparks,39900.0,2,19,17.821111,338.60110899999995,Low,Low Quality Less Expensive
9108,Spartanburg,43900.0,2,4,18.41272967023915,73.6509186809566,Low,Low Quality Less Expensive
9112,Spartanburg CBD,43900.0,2,20,16.180508,323.61016,Low,Low Quality Less Expensive
9116,Spearfish,43940.0,2,5,15.568208519978986,77.84104259989493,Low,Low Quality Less Expensive
9118,Speedway,26900.0,2,57,15.694045,894.560565,Low,Low Quality Less Expensive
9121,Spenard-10,11260.0,2,26,24.693571,642.032846,Low,Low Quality Expensive
9124,Spencer,43980.0,2,2,17.47393111868466,34.94786223736932,Low,Low Quality Less Expensive
9125,Spencer County,31140.0,2,3,15.40737,46.22211,Low,Low Quality Less Expensive
9126,Spirit Lake,44020.0,2,1,18.925465003539045,18.925465003539045,Low,Low Quality Less Expensive
9128,Spokane CBD,44060.0,2,19,18.991889,360.845891,Low,Low Quality Less Expensive
9132,Spokane-Spokane Valley,44060.0,2,12,16.383817879868484,196.6058145584218,Low,Low Quality Less Expensive
9135,Spotsylvania County,47900.0,2,47,22.330731,1049.544357,Low,Low Quality Expensive
9140,Springfield,44100.0,2,81,17.29802916171201,1401.1403620986728,Low,Low Quality Less Expensive
9143,Springfield,44140.0,2,5,16.20010122383429,81.00050611917146,Low,Low Quality Less Expensive
9146,Springfield,44180.0,2,9,16.443772618918477,147.99395357026629,Low,Low Quality Less Expensive
9149,Springfield,44220.0,2,6,21.43841438087344,128.63048628524064,Low,Low Quality Expensive
9152,Springfield/Burke,47900.0,2,65,23.476044,1525.94286,Low,Low Quality Expensive
9156,St Andrews,17900.0,2,57,16.890733,962.771781,Low,Low Quality Less Expensive
9160,St Andrews MF,37460.0,2,11,15.45776012251743,170.03536134769172,Low,Low Quality Less Expensive
9163,St Charles County,41180.0,2,165,15.846923,2614.742295,Low,Low Quality Less Expensive
9166,St Charles Parish,35380.0,2,4,15.90455,63.6182,Low,Low Quality Less Expensive
9169,St Clair & Lapeer Counties,19820.0,2,93,16.902775,1571.9580749999998,Low,Low Quality Less Expensive
9173,St Clair County,13820.0,2,11,17.652074,194.172814,Low,Low Quality Less Expensive
9176,St Cloud,36740.0,2,11,23.983086,263.813946,Low,Low Quality Expensive
9178,St Croix County,33460.0,2,22,17.792726,391.43997199999995,Low,Low Quality Less Expensive
9180,St John Baptist Parish,35380.0,2,8,16.220578,129.764624,Low,Low Quality Less Expensive
9187,St Johns/Cntrl Vancouver,38900.0,2,34,20.072703,682.471902,Low,Low Quality Expensive
9191,St Joseph,41140.0,2,42,12.219123,513.203166,Low,Low Quality Less Expensive
9194,St Louis City,41180.0,2,96,18.222347,1749.345312,Low,Low Quality Less Expensive
9199,St Martin Parish,29180.0,2,2,16.30848,32.61696,Low,Low Quality Less Expensive
9201,St Mary's County,15680.0,2,44,18.386035,808.98554,Low,Low Quality Less Expensive
9205,St Matthews,31140.0,2,46,17.41044,800.8802400000001,Low,Low Quality Less Expensive
9213,St. Cloud,41060.0,2,5,15.368158276929298,76.8407913846465,Low,Low Quality Less Expensive
9219,St. Joseph,41140.0,2,2,13.94269925137808,27.88539850275616,Low,Low Quality Less Expensive
9221,St. Louis,41180.0,2,105,22.937740336428458,2408.462735324988,Low,Low Quality Expensive
9224,St. Marys,41220.0,2,9,16.849809195374498,151.64828275837047,Low,Low Quality Less Expensive
9227,St. Marys,41260.0,2,4,21.509710981399337,86.03884392559735,Low,Low Quality Expensive
9232,Stafford County,47900.0,2,38,22.528203,856.071714,Low,Low Quality Expensive
9240,Stanly County,10620.0,2,12,13.509611,162.115332,Low,Low Quality Less Expensive
9244,Stark County,15940.0,2,123,12.449287,1531.262301,Low,Low Quality Less Expensive
9247,Starkville,44260.0,2,1,16.804109824704,16.804109824704,Low,Low Quality Less Expensive
9252,State College,44300.0,2,44,21.423680892981693,942.6419592911946,Low,Low Quality Expensive
9256,Staten Island,35614.0,2,64,27.337409,1749.594176,Low,Low Quality Expensive
9259,Statesboro,44340.0,2,6,14.536613150405346,87.21967890243208,Low,Low Quality Less Expensive
9261,Staunton-Waynesboro,44420.0,2,23,16.762242978989214,385.5315885167519,Low,Low Quality Less Expensive
9263,Steamboat Springs,44460.0,2,2,15.213749334251121,30.427498668502242,Low,Low Quality Less Expensive
9266,Stearns County,41060.0,2,26,17.245441,448.381466,Low,Low Quality Less Expensive
9270,Stemmons Freeway,19100.0,2,42,19.076039,801.1936380000001,Low,Low Quality Less Expensive
9273,Stephenville,44500.0,2,4,17.141364189779786,68.56545675911914,Low,Low Quality Less Expensive
9274,Sterling,44540.0,2,3,17.339128375404,52.017385126212005,Low,Low Quality Less Expensive
9275,Sterling,44580.0,2,8,13.869160525518353,110.95328420414683,Low,Low Quality Less Expensive
9277,Stevens Point,44620.0,2,9,14.658227615478996,131.92404853931097,Low,Low Quality Less Expensive
9280,Stillwater,44660.0,2,24,16.96848418494388,407.2436204386531,Low,Low Quality Less Expensive
9283,Stockton,44700.0,2,99,16.081562,1592.0746380000003,Low,Low Quality Less Expensive
9289,Stokes County,49180.0,2,2,13.188764,26.377528,Low,Low Quality Less Expensive
9292,Stone Ave/E North St Cor,24860.0,2,23,17.927812,412.339676,Low,Low Quality Less Expensive
9295,Stone Mountain,12060.0,2,40,19.40647,776.2588,Low,Low Quality Less Expensive
9298,Stony Point/Huguenot,40060.0,2,31,15.837104,490.950224,Low,Low Quality Less Expensive
9301,Storm Lake,44740.0,2,1,18.0662287009743,18.0662287009743,Low,Low Quality Less Expensive
9303,Strafford County,14460.0,2,32,19.857104,635.427328,Low,Low Quality Less Expensive
9307,Stratford,14860.0,2,32,22.273645,712.75664,Low,Low Quality Expensive
9311,Studio/Universal Cities,31084.0,2,64,35.11889,2247.60896,Low,Low Quality Expensive
9314,Sturgis,44780.0,2,5,13.303945700873179,66.5197285043659,Low,Low Quality Less Expensive
9317,Suburban Bellevue,42660.0,2,90,35.063722,3155.7349799999997,Low,Low Quality Expensive
9325,Suburban Macon,31420.0,2,31,13.368258,414.415998,Low,Low Quality Less Expensive
9329,Suburban Madera,31460.0,2,12,16.841435,202.09722,Low,Low Quality Less Expensive
9331,Suburban Merced,32900.0,2,34,16.760822,569.8679480000001,Low,Low Quality Less Expensive
9334,Suburban Newport News,47260.0,2,15,14.813946,222.20919,Low,Low Quality Less Expensive
9337,Suburban St Paul,33460.0,2,202,21.73538,4390.54676,Low,Low Quality Expensive
9344,Sugarhouse,41620.0,2,16,18.394335,294.30936,Low,Low Quality Less Expensive
9348,Sullivan County,28700.0,2,26,14.228138,369.931588,Low,Low Quality Less Expensive
9351,Sulphur Springs,44860.0,2,4,14.524669583879062,58.09867833551625,Low,Low Quality Less Expensive
9353,Summerville,44900.0,2,2,16.476306360079658,32.952612720159316,Low,Low Quality Less Expensive
9360,Sumter,44940.0,2,36,15.540106363311784,559.4438290792242,Low,Low Quality Less Expensive
9362,Sunbury,44980.0,2,13,16.44983582509412,213.84786572622355,Low,Low Quality Less Expensive
9364,Sunnyside MF,22380.0,2,1,22.15883525146723,22.15883525146723,Low,Low Quality Expensive
9381,Sussex County,35084.0,2,59,18.293201,1079.298859,Low,Low Quality Less Expensive
9385,Sussex County,41540.0,2,52,18.382154,955.872008,Low,Low Quality Less Expensive
9388,Sutter County,49700.0,2,43,18.893852,812.4356359999999,Low,Low Quality Less Expensive
9390,Sweetwater,45020.0,2,1,18.20557713779104,18.20557713779104,Low,Low Quality Less Expensive
9391,Sylvan/Hillsdale,38900.0,2,12,21.450735,257.40882,Low,Low Quality Expensive
9393,Syracuse,45060.0,2,9,18.858424475989523,169.7258202839057,Low,Low Quality Less Expensive
9396,Syracuse CBD,45060.0,2,19,14.911386,283.316334,Low,Low Quality Less Expensive
9400,Tacoma CBD,42660.0,2,37,23.294911,861.911707,Low,Low Quality Expensive
9404,Tacoma Suburban,42660.0,2,66,23.690113,1563.547458,Low,Low Quality Expensive
9408,Talladega County,45180.0,2,6,14.589433,87.536598,Low,Low Quality Less Expensive
9416,Tampa-St. Petersburg-Clearwater,45300.0,2,105,23.923978659603993,2512.017759258419,Low,Low Quality Expensive
9419,Tarzana,31084.0,2,30,30.612929,918.38787,Low,Low Quality Expensive
9423,Tate County,32820.0,2,2,17.146063,34.292126,Low,Low Quality Less Expensive
9425,Tate Springs MF,31340.0,2,2,18.364970101471258,36.729940202942515,Low,Low Quality Less Expensive
9428,Teaneck/Ridgefield,35614.0,2,23,24.483388,563.117924,Low,Low Quality Expensive
9432,Teller County,17820.0,2,8,18.66708,149.33664,Low,Low Quality Less Expensive
9435,Tempe,38060.0,2,115,19.585095,2252.2859249999997,Low,Low Quality Less Expensive
9440,Temple,28660.0,2,27,15.226647,411.119469,Low,Low Quality Less Expensive
9444,Terre Haute,45460.0,2,17,15.169848130976725,257.8874182266043,Low,Low Quality Less Expensive
9446,Texarkana,45500.0,2,33,16.523135119357093,545.2634589387841,Low,Low Quality Less Expensive
